Unique ID,Geo Category,Regional Jurisdiction,Local Jurisdiction,Issuing Authority,Language,Issuance Type,Weblink,Phase,MVP Desired Source? (March 2021),Contract Alignment,Added as part of pilot work? (Y),Planned Ingestion Date,Target Ingestion Date (Month),Actual Ingestion Date,Statutes/Regulations or  Proposed/Monitoring,In SHRP Inventory?,Legal Monitoring? (Domestic),International Monitoring?,Frequency of Ingestion/Updates,"Ingestion Start Date (ideal to align w/UAT for MVP, should be prior to 3/26/2021)",Lookback on historical content (Y/N)?,Document Level View,Related Issuance Type(s),Citation Standard,Lowest level citation in inventory,Notes,Innodata,DCL,2020, 2021, 2022, 2023,Notes 2,Duplicate ID,Proprietary Sources,Source Display Name,Universal SDC Issuance Type
001727,International,LATAM,Dominican Republic,Superintendency of Banks (SIB),Spanish,Superintendency of Banks (SIB) of the Dominican Republic Regulations,https://www.sib.gob.do/normativas-sib/reglamentos,13,,,,2023-12-15 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
000162,International,EMEA,European Union,European Union,English,EU Regulations,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32012R0918,6,checked,,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_COMPILATION
000166,International,EMEA,European Union,Treaties of the European Union,English,Treaty on the Functioning of the European Union (TFEU),https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A12012E%2FTXT,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,P0,,,,,,,TREATIES
001112,International,EMEA,European Union,European Banking Authority (EBA),English,EBA Outsourcing Guidelines,https://eba.europa.eu/sites/default/documents/files/documents/10180/2551996/38c80601-f5d7-4855-8ba3-702423665479/EBA%20revised%20Guidelines%20on%20outsourcing%20arrangements.pdf ,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,P0,,,,,,,ADMINISTRATIVE_GUIDANCE
001127,International,EMEA,European Union,European Union,English,European Union Directives,https://europa.eu/european-union/eu-law/legal-acts_en,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,checked,,,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE
001333,International,EMEA,European Union,European Council (EUCO),English/Multiple,European Council Public Register,https://www.consilium.europa.eu/en/documents-publications/public-register/,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE
001334,International,EMEA,European Union,European Council (EUCO),English/Multiple,European Council Press Releases,https://www.consilium.europa.eu/en/press/press-releases/,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE
001335,International,EMEA,European Union,European Banking Authority (EBA),English/Multiple,EU Single Rulebook,https://eba.europa.eu/regulation-and-policy/single-rulebook/interactive-single-rulebook,6,checked,,,2022-03-25 00:00,,,Statutes/Regulations,,,checked,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE
001336,International,EMEA,European Union,European Banking Authority (EBA),English/Multiple,EBA News and Press,https://eba.europa.eu/all-news-and-press-releases,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE
001387,International,EMEA,European Union,European Securities and Markets Authority (ESMA) ,English,ESMA Library,https://www.esma.europa.eu/databases-library/esma-library,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE
001549,International,EMEA,European Union,Multiple EU Authorities,English,EU Treaties,https://eur-lex.europa.eu/collection/eu-law/treaties/treaties-force.html,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,P0,,,,,,,TREATIES
001550,International,EMEA,European Union,Multiple EU Authorities,English,International Agreements,https://eur-lex.europa.eu/browse/directories/inter-agree.html,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,,,,,,,,,,,,,checked,,P0,,,,,,,TREATIES
001551,International,EMEA,European Union,Multiple EU Authorities,English,Preparatory Documents,https://eur-lex.europa.eu/browse/directories/legislation-preparation.html,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE
001552,International,EMEA,European Union,Multiple EU Authorities,English,EFTA Documents,https://eur-lex.europa.eu/collection/eu-law/efta.html,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,,,,,,,,,,,,,checked,,P0,,,,,,,ADMINISTRATIVE_GUIDANCE
001553,International,EMEA,European Union,Multiple EU Authorities,English,EUR-Lex News,https://eur-lex.europa.eu/content/news/index.html,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,,,,,,,,,,,checked,,,P1,,,,,,STATUTORY_COMPILATION
001588,International,EMEA,European Union,European Banking Authority (EBA),English,EBA Guidelines on Internal Governance,https://eba.europa.eu/sites/default/documents/files/documents/10180/1972987/eb859955-614a-4afb-bdcd-aaa664994889/Final%20Guidelines%20on%20Internal%20Governance%20(EBA-GL-2017-11).pdf,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,P0,,,,,,,ADMINISTRATIVE_GUIDANCE
001589,International,EMEA,European Union,European Union,English,EU Commission Delegated Regulations,https://eur-lex.europa.eu/advanced-search-form.html?qid=1590721550074&action=update,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,P0,,,,,,,ADMINISTRATIVE_GUIDANCE
000659,US State,United States,Florida,Florida State Legislature,English,Florida - Register,https://www.flrules.org/bigdoc/default.asp,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Number (issue),,"<vol no.> Fla. Admin. Reg. <page no.> (<month day,year>)",page level,In outline would ideally be organized by year (volume could be parenthetical),,checked,,P1,,,,,,,ADMINISTRATIVE_COMPILATION
001418,International,EMEA,France,Autorité des Marchés Financiers (AMF),French/English,AMF News Releases,https://www.amf-france.org/en/news-publications/news-releases/amf-news-releases,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P3,,,,,,,
001419,International,EMEA,France,French Data Protection Authority (CNIL),French/English,CNIL News Releases,https://www.cnil.fr/en/actualite,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P3,,,,,,,
001420,International,EMEA,France,Autorite de Control Prudentiel et de Resolution (ACPR),French,ACPR Banque de France Registre Officiel,https://acpr.banque-france.fr/page-tableau-filtre/registre-officiel,7,,2021 Contract,,2022-06-24 00:00,,,Proposed/Monitoring,checked,,checked,,,,,,,,,checked,,,P0,,,,,,,
001421,International,EMEA,France,Ministère de l'économie et des Finances,French,Trésor Direction Générale Articles,https://www.tresor.economie.gouv.fr/Articles,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P3,,,,,,,
001448,International,EMEA,France,TRACFIN (Cellule française de lutte contre le blanchiment des capitaux et le financement du terrorisme),French,TRACFIN Press Releases,https://www.economie.gouv.fr/tracfin/communiques-presse,7,,,,2022-06-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P3,,,,,,,
001590,International,EMEA,France,French Parliament (Parlement francais),French,French Civil Proceedings Code (Code des procedures civiles d'execution),https://www.legifrance.gouv.fr/affichCode.do?cidTexte=LEGITEXT000025024948,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
001591,International,EMEA,France,French Parliament (Parlement francais),French,French Labour Code (Code du Travail),https://www.legifrance.gouv.fr/affichCode.do?cidTexte=LEGITEXT000006072050 ,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
001592,International,EMEA,France,French Parliament (Parlement francais),French,French Social Security Code (Code de la securite sociale),https://www.legifrance.gouv.fr/affichCode.do?cidTexte=LEGITEXT000006073189,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
001070,US State,United States,Georgia,Georgia State Legislature,English,Georgia - Register,http://rules.sos.ga.gov/gac/,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,checked,,,P1,,,,,,,
001512,US State,United States,Georgia,Georgia State Legislature,English,Georgia - Bills,http://www.legis.ga.gov/Legislation/en-US/Search.aspx,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Georgia - Revised Statutes,,,,checked,,,P1,,,,,,,
001381,International,EMEA,Germany,Bundesbank,German/English,Bundesbank Press Releases,https://www.bundesbank.de/en/press/press-releases,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P1,,,,,,,
001382,International,EMEA,Germany,Ministry of Justice and Consumer Protection,German,Ministry of Justice and Consumer Protection News,https://www.bmjv.de/DE/News/Aktuelles/Artikel/artikel_node.html,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P0,,,,,,,
001383,International,EMEA,Germany,Bundesbank,German,BaFIn Journal,https://www.bafin.de/EN/PublikationenDaten/BaFinJournal/bafinjournal_node_en.html,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P1,,,,,,,
001384,International,EMEA,Germany,Bundesbank,German,Bundesbank Speeches,https://www.bundesbank.de/en/press/speeches,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P1,,,,,,,
001385,International,EMEA,Germany,Bundesbank,German,BaFin Circulars,https://www.bafin.de/SiteGlobals/Forms/Suche/EN/Expertensuche_Formular.html?cl2Categories_Format=Rundschreiben&gts=7855320_list%253DdateOfIssue_dt%252Bdesc,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P1,,,,,,,
001386,International,EMEA,Germany,Bundesbank,German,BaFin Newsletter,https://www.bafin.de/EN/DieBaFin/Service/Newsletter/newsletter_node_en.html,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P1,,,,,,,
001423,International,EMEA,Germany,Federal Ministry of Labour and Social Affairs,German/English,Federal Ministry of Labour and Social Affairs Press Releases,https://www.bmas.de/EN/Services/Press/recent-publications/recent-publications.html,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P1,,,,,,,
001593,International,EMEA,Germany,German Parliament (Bundestag),German/English,German Acts,http://www.gesetze-im-internet.de/,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P1,,,,,,,
001594,International,EMEA,Germany,German Parliament (Bundestag),German/English,German Codes,http://www.gesetze-im-internet.de/,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
001359,International,International,Global,United Nations Security Council,English/Multiple,United Nations Security Council Resolutions,https://www.un.org/securitycouncil/content/resolutions-0,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,P1,,,,,,,
000667,US State,United States,Hawaii,HawaiiState Legislature,English,Hawaii - Revised Statutes,https://www.capitol.hawaii.gov/docs/HRS.htm,3,checked,2021 Contract,,2021-06-25 00:00,,,Statutes/Regulations,checked,,,Monthly,1/1/2021,n/a (versioned),Chapter,,Haw. Stat. § 1.1,,,checked,,,P2,,,,,,,
001071,US State,United States,Hawaii,HawaiiState Legislature,English,Hawaii - Register,http://ltgov.hawaii.gov/the-office/administrative-rules/administrative-rules-updates-monthly-reports/,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,checked,,,P2,,,,,,,
001513,US State,United States,Hawaii,HawaiiState Legislature,English,Hawaii - Bills,https://www.capitol.hawaii.gov/,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Hawaii - Revised Statutes,,,,checked,,,P2,,,,,,,
000182,International,APAC,Hong Kong,Hong Kong Monetary Authority (HKMA),English,HKMA AML Ordinances and Statutory Guidelines,https://www.hkma.gov.hk/eng/key-functions/banking/anti-money-laundering-and-counter-financing-of-terrorism/ordinances-statutory-guidelines/,9,,,,2022-12-22 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,P3,,,,,,
000203,International,APAC,Hong Kong,Hong Kong Monetary Authority (HKMA),English,HKMA Guidelines and Circulars,http://www.hkma.gov.hk/eng/key-information/guidelines-and-circulars/circulars/2015/,9,,,,2022-12-22 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,P3,,,,,,
000204,International,APAC,Hong Kong,Hong Kong Monetary Authority (HKMA),English,HKMA Supervisory Policy Manuals,http://www.hkma.gov.hk/eng/key-functions/banking-stability/supervisory-policy-manuals,9,,,,2022-12-22 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,P3,,,,,,
000205,International,APAC,Hong Kong,Hong Kong Securities and Futures Commission (HKSFC),English,HK SFC Circulars,http://www.sfc.hk/edistributionWeb/gateway/EN/circular,9,,,,2022-12-22 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,P3,,,,,,
001295,International,APAC,Hong Kong,Hong Kong Government,English,Hong Kong Statutory Instruments (Consolidated Laws),https://www.elegislation.gov.hk/index/chapternumber?p0=1&TYPE=1&TYPE=2&TYPE=3&LANGUAGE=E,9,,,,2022-12-22 00:00,,,Statutes/Regulations,,,checked,,,,,,,,,checked,,,,P3,,,,,,
001296,International,APAC,Hong Kong,Hong Kong Privacy Commissioner for Personal Data,English,"Hong Kong PCPD Speeches, Presentations & Articles",https://www.pcpd.org.hk/english/news_events/speech/index.html,9,,,,2022-12-22 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,P3,,,,,,
001297,International,APAC,Hong Kong,Hong Kong Competition Commission,English,Hong Kong Competition Commission Press Releases,https://www.compcomm.hk/en/media/press/press_announce.html,9,,,,2022-12-22 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,P3,,,,,,
001298,International,APAC,Hong Kong,Hong Kong Government Companies Registry,English,Hong Kong Companies Registry Press Releases,https://www.cr.gov.hk/en/publications/news-press/press.htm,9,,,,2022-12-22 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,P3,,,,,,
001072,US State,United States,Idaho,IdahoState Legislature,English,Idaho - Register,https://adminrules.idaho.gov/bulletin/index.html,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,,checked,,P1,,,,,,,ADMINISTRATIVE_COMPILATION
001514,US State,United States,Idaho,IdahoState Legislature,English,Idaho - Bills,https://legislature.idaho.gov/sessioninfo/2020/legislation/,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Idaho - Revised Statutes,,,,,checked,,P1,,,,,,,SESSION_LAWS
000673,US State,United States,Illinois,Illinois State Legislature,English,Illinois - Bills,http://www.ilga.gov/legislation/default.asp,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Illinois - Revised Statutes,,,,,checked,,P1,,,,,,,SESSION_LAWS
001073,US State,United States,Illinois,Illinois State Legislature,English,Illinois - Register,https://www.cyberdriveillinois.com/departments/index/register/home.html,1,checked,,,2021-03-19 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,,checked,,P1,,,,,,,ADMINISTRATIVE_REGISTER
001404,International,APAC,India,Reserve Bank of India,English,Reserve Bank of India Master Circulars,https://www.rbi.org.in/Scripts/BS_ViewMasterCirculardetails.aspx,10,,,,2023-03-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001405,International,APAC,India,India Ministry of Corporate Affairs,English,Ministry of Corporate Affairs Notices and Circulars,http://www.mca.gov.in/MinistryV2/noticesandcirculars.html,10,,,,2023-03-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001406,International,APAC,India,India Ministry of Labor & Employment,English,India Ministry of Labor & Employment Press Releases,https://pib.gov.in/newsite/pmreleases.aspx?mincode=21,10,,,,2023-03-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001422,International,APAC,India,Ministry of Electronics and Information Technology,English,Ministry of Electronics and Information Technology Press Releases,http://meity.gov.in/press-releases,10,,,,2023-03-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001611,International,APAC,India,Department of Telecommunications,English,India Department of Telecommunications Acts & Rules,https://dot.gov.in/act-rules,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001612,International,APAC,India,India Government,English,India Acts and Rules,https://www.india.gov.in/my-government/acts,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001613,International,APAC,India,Government of Karnataka,English/Kannada,"India - Karnataka Acts, Ordinances, and Notifications",http://dpal.kar.nic.in/actsOrdinance.htm,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001614,International ,APAC,India,Government of Karnataka,English,India - Karnataka Orders and Circulars,https://karunadu.karnataka.gov.in/English/pages/Government-orders-and-Circular.aspx,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001615,International ,APAC,India,Government of Telangana,English,India - State Acts of Telangana,https://indiacode.nic.in/handle/123456789/2508/,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001616,International ,APAC,India,Government of Tamil Nadu,English,India - Government of Tamil Nadu Rules and Regulations,https://www.tn.gov.in/rules/dept,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001617,International ,APAC,India,Government of Tamil Nadu,English,India - Government of Tamil Nadu Acts and Ordinances,https://www.tn.gov.in/acts,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001618,International ,APAC,India,Securities and Exchange Board of India (SEBI) ,English,India - Securities and Exchange Board of India (SEBI) Regulations,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001619,International ,APAC,India,Securities and Exchange Board of India (SEBI) ,English,India - Securities and Exchange Board of India (SEBI) Circulars,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=7&smid=0,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
000681,US State,United States,Indiana,Indiana State Legislature,English,Indiana - Register,http://iac.iga.in.gov/iac/irtoc.htm,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,,checked,,P2,,,,,,,ADMINISTRATIVE_REGISTER
001515,US State,United States,Indiana,Indiana State Legislature,English,Indiana - Bills,http://iga.in.gov/legislative/2020/bills/,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Indiana - Revised Statutes,,,,,checked,,P2,,,,,,,SESSION_LAWS
001118,International,International,International,Global Foreign Exchange Committee,English,FX Global Code,https://www.globalfxc.org/fx_global_code.htm,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
001641,International ,International,International,International Organization of Securities Commissions (IOSCO),English,International Organization of Securities Commissions (IOSCO) Principles,https://www.iosco.org/library/pubdocs/pdf/IOSCOPD561.pdf,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
000684,US State,United States,Iowa,Iowa State Legislature,English,Iowa - Bills,https://www.legis.iowa.gov/legislation/billTracking,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Iowa - Revised Statutes,,,,,checked,,P1,,,,,,,SESSION_LAWS
001074,US State,United States,Iowa,Iowa State Legislature,English,Iowa - Register,https://www.legis.iowa.gov/law/administrativeRules/bulletinSupplementListings,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,,checked,,P1,,,,,,,ADMINISTRATIVE_REGISTER
001321,International,EMEA,Ireland,Central Bank of Ireland,English,CBI Press Releases,https://www.centralbank.ie/news-media/press-releases,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE
001322,International,EMEA,Ireland,Central Bank of Ireland,English,CBI  Legal Notices,https://www.centralbank.ie/news-media/legal-notices,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE
001323,International,EMEA,Ireland,Central Bank of Ireland,English,CBI Markets Update,https://www.centralbank.ie/regulation/markets-update,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE
001447,International,EMEA,Ireland,Data Protection Commissioner of Ireland,English,Data Protection Commissioner Press Releases,https://www.dataprotection.ie/en/news-media/press-releases,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE
001450,International,EMEA,Ireland,Oireachtas,English/Gaelic,Oireachtas Bills,https://www.oireachtas.ie/en/bills/,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,P1,,,,,,SESSION_LAWS
001542,International,EMEA,Ireland,Irish Law Reform Commission,English,Classified List of Legislation in Force in Ireland ,http://revisedacts.lawreform.ie/classlist/intro,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,,,,,,,,,,,checked,,,P1,,,,,,STATUTORY_COMPILATION
001543,International,EMEA,Ireland,Irish Law Reform Commission,English,ILRC Press Room,https://www.lawreform.ie/news.11.html,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE
001545,International,EMEA,Ireland,Central Bank of Ireland,English,"Publications (e.g., Consultation Papers, Bulletins, Statistical Reports)",https://www.centralbank.ie/publication,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE
001546,International,EMEA,Ireland,Central Bank of Ireland,English,"CBI News and Media (e.g., Legal Notices, Speeches, Press Releases)",https://www.centralbank.ie/news-media,6,checked,,,2022-03-25 00:00,,,Proposed/Monitoring,,,,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE
001583,International,EMEA,Ireland,Oireachtas,English,Constitution of Ireland,http://www.irishstatutebook.ie/eli/cons.html,6,checked,2021 Contract,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,Constitution of Ireland 1937art.<article number>.,,,,checked,,P0,,,,,,,CONSTITUTIONS
001600,International,EMEA,Ireland,Central Bank of Ireland,English,Letter from the Central Bank of Ireland to Wells Fargo,internal document,6,checked,,,2022-03-25 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,P1,,,,,,ADMINISTRATIVE_GUIDANCE
001595,International,EMEA,Israel,The Israel Knesset (Parliament),English,Israel Statutes,https://www.icnl.org/resources/library?__country=israel,7,,2021 Contract,,2022-06-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,P0,,,,,,,
000270,International,APAC,Japan,Financial Services Agency (FSA),English/Japanese,Financial Services Agency (FSA) Guidelines,https://www.fsa.go.jp/en/laws_regulations/index.html#03,9,,,,2022-12-22 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,P3,,,,,,
001407,International,APAC,Japan,Financial Services Agency (FSA),English,FSA Weekly Review,https://www.fsa.go.jp/en/newsletter/index.html,9,,,,2022-12-22 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,P3,,,,,,
001451,International,APAC,Japan,Ministry of Finance (JP),English/Japanese,Japan Ministry of Finance Press Releases,https://www.mof.go.jp/english/whats_new/,9,,,,2022-12-22 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,P3,,,,,,
001452,International,APAC,Japan,"Japan Ministry of Health, Labour and Welfare",English/Japanese,"Japan Ministry of Health, Labour and Welfare News Releases",https://www.mhlw.go.jp/english/new-info/index.html,9,,,,2022-12-22 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,P3,,,,,,
001575,International,APAC,Japan,Japan Government,Japanese,Japan Acts,https://elaws.e-gov.go.jp/search/elawsSearch/elaws_search/lsg0100/,9,,,,2022-12-22 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,P3,,,,,,
001634,International ,APAC,Japan,Financial Services Agency (FSA),English,Japan Financial Services Agency (FSA) Guidelines,https://www.fsa.go.jp/en/refer/legislation/index.html,9,,,,2022-12-22 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,P3,,,,,,
001635,International ,APAC,Japan,Japan Government,English/Japanese,Japan Penal Code,http://www.japaneselawtranslation.go.jp/law/detail/?id=1960&vm=04&re=02,9,,,,2022-12-22 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,P3,,,,,,
001636,International ,APAC,Japan,Japan Government,English,Japan Ministerial Ordinances,https://www.npb.go.jp/en/books/index.html,9,,,,2022-12-22 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,P3,,,,,,
001637,International ,APAC,Japan,Japan Government,English,Japan Regulations,https://www.npb.go.jp/en/books/index.html,9,,,,2022-12-22 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,P3,,,,,,
001638,International ,APAC,Japan,"Ministry of Health, Labour and Welfare",English,"Japan Ministry of Health, Labour and Welfare Guidelines and Notifications",https://www.mhlw.go.jp/english/topics/2011eq/workers/ri/index.html#gn,9,,,,2022-12-22 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,P3,,,,,,
000688,US State,United States,Kansas,Kansas State Legislature,English,Kansas - Revised Statutes,http://www.kslegislature.org/li/b2019_20/statute/,3,checked,2021 Contract,,2021-06-25 00:00,,,Statutes/Regulations,checked,,,Monthly,1/1/2021,n/a (versioned),Chapter,,Kan. Stat. § 1.1,,,checked,,,P2,,,,,,,
001075,US State,United States,Kansas,Kansas State Legislature,English,Kansas - Register,https://www.kssos.org/pubs/pubs_kansas_register.asp,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,checked,,,P2,,,,,,,
