Unique ID,Geo Category,Regional Jurisdiction,Local Jurisdiction,Issuing Authority,Language,Issuance Type,Weblink,Phase,MVP Desired Source? (March 2021),Contract Alignment,Added as part of pilot work? (Y),Planned Ingestion Date,Target Ingestion Date (Month),Actual Ingestion Date,Statutes/Regulations or  Proposed/Monitoring,In SHRP Inventory?,Legal Monitoring? (Domestic),International Monitoring?,Frequency of Ingestion/Updates,"Ingestion Start Date (ideal to align w/UAT for MVP, should be prior to 3/26/2021)",Lookback on historical content (Y/N)?,Document Level View,Related Issuance Type(s),Citation Standard,Lowest level citation in inventory,Notes,Innodata,DCL,2020, 2021, 2022, 2023,Notes 2,Duplicate ID,Proprietary Sources,Source Display Name,Universal SDC Issuance Type
001504,US State,United States,Alabama,Alabama State Legislature,English,Alabama - Bills,http://alisondb.legislature.state.al.us/alison/Splash_Bills.aspx,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Alabama - Revised Statutes (Code of Alabama),,,,checked,,,P1,,,,,,,SESSION_LAWS
001505,US State,United States,Alabama,Alabama State Legislature,English,Alabama - Register (Notice of Adoption of Rule),http://www.alabamaadministrativecode.state.al.us/monthly.html,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,Alabama - Admin Code,,,,checked,,,P1,,,,,,,ADMINISTRATIVE_REGISTER
000624,US State,United States,Alaska,Alaska State Legislature,English,Alaska - Bills,http://www.akleg.gov/basis/Home/Bill/31,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Alaska - Revised Statutes,,,,checked,,,P1,,,,,,,SESSION_LAWS
001068,US State,United States,Alaska,Alaska State Legislature,English,Alaska - Register,https://aws.state.ak.us/OnlinePublicNotices/Notices/Search.aspx,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,checked,,,P1,,,,,,,ADMINISTRATIVE_REGISTER
001556,US State,United States,Alaska,Alaska Housing Finance Corporation,English,AHFC Single-Family Seller/Servicer Memorandums,https://www.ahfc.us/pros/lenders/seller-servicer-memorandums,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,Y,whole document (Memorandum),,,,,checked,,,P1,,,,,,,
001061,International,Canada,Alberta,Alberta Legislature,English,Revised Statutes of Alberta (RSA 2000),https://www.qp.alberta.ca/570.cfm,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,P3,,Alberta offers a subscription service https://qpsource.gov.ab.ca/Pdf/Overview.pdf also see https://qpsource.gov.ab.ca/Pdf/QP_Source_Private.pdf that actually systematizes the various codes - recommended over URL provided due to non-systematic contents (Joshilyn),,,,STATUTORY_COMPILATION
001580,International,Canada,Alberta,Alberta Legislature,English/French,Consolidated Regulations of Alberta,https://www.qp.alberta.ca/570.cfm,8,,,,2022-08-02 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,P3,,Alberta offers a subscription servicehttps://qpsource.gov.ab.ca/Pdf/Overview.pdfalso seehttps://qpsource.gov.ab.ca/Pdf/QP_Source_Private.pdfthat actually systematizes the various codes - recommended over URL provided due to non-systematic contents (Joshilyn),,,,ADMINISTRATIVE_COMPILATION
001299,International,LATAM,Argentina,Argentina Data Protection and Privacy (AAIP),Spanish,Argentina AAIP Site,https://www.argentina.gob.ar/aaip,12,,,,2023-09-29 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001300,International,LATAM,Argentina,Central Bank of Argentina,English,Central Bank of Argentina Prudential Regulations,https://www.bcra.gob.ar/Pdfs/SistemasFinancierosYdePagos/marco%20normativo_i.pdf,12,,,,2023-09-29 00:00,,,Statutes/Regulations,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001301,International,LATAM,Argentina,Argentina Ministry of Labour,Spanish,Argentina Labour Laws,https://www.argentina.gob.ar/trabajo,12,,,,2023-09-29 00:00,,,Statutes/Regulations,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001664,International,LATAM,Argentina,Administracion Federal de Ingresos Publicos (AFIP),Spanish,Argentina - Administracion Federal de Ingresos Publicos (AFIP) General Resolutions,http://biblioteca.afip.gob.ar/search/query/index.aspx,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001665,International,LATAM,Argentina,Buenos Aires - Inspeccion General de Justicia (IGJ),Spanish,Argentina - City of Buenos Aires Inspeccion General de Justicia (IGJ)  General Resolutions,https://www.argentina.gob.ar/justicia/igj/institucional/resoluciones-particulares,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001666,International,LATAM,Argentina,Argentina Government,English,Argentina Civil Code,https://archive.org/stream/argentinecivilc00whelgoog/argentinecivilc00whelgoog_djvu.txt,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001667,International,LATAM,Argentina,Argentina Government,English,Argentina Commercial Code,https://limeres.com/argentina-civil-commercial-code-2015-english-version/,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001668,International,LATAM,Argentina,Argentina Government,English,Argentina Constitution,https://www.cof.org/sites/default/files/documents/files/Argentina/Argentina%20Constitution.pdf,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001669,International,LATAM,Argentina,Argentina Government,Spanish,Argentina Criminal Code (Penal Code),http://servicios.infoleg.gob.ar/infolegInternet/anexos/15000-19999/16546/texact.htm,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001670,International,LATAM,Argentina,Argentina Data Protection Agency (DPA),Spanish,Argentina Data Protection Agency (DPA) Dispositions,https://www.argentina.gob.ar/aaip/buscador-normativa,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001671,International,LATAM,Argentina,Argentina Government,Spanish,Argentina Decrees,https://www.boletinoficial.gob.ar/seccion/primera,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001672,International,LATAM,Argentina,Argentina Government,Spanish,Argentina Laws,https://www.boletinoficial.gob.ar/seccion/primera,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001673,International,LATAM,Argentina,Argentina Government,Spanish,Argentina Resolutions,https://www.boletinoficial.gob.ar/seccion/primera,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001674,International,LATAM,Argentina,Central Bank of Argentina,Spanish,Banco Central de la Republica Argentina (BCRA) Communications,https://www.bcra.gob.ar/SistemasFinancierosYdePagos/Buscador_de_comunicaciones.asp,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001675,International,LATAM,Argentina,Argentina - Unidad de Informacion Financiera,Spanish,Argentina - Unidad de Informacion Financiera (UIF) Regulations,https://www.argentina.gob.ar/uif/normativa/leyes,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
000628,US State,United States,Arizona,Arizona State Legislature,English,Arizona - Bills,https://apps.azleg.gov/BillStatus/BillOverview,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Arizona - Revised Statutes,,,,,checked,,P1,,,,,,,SESSION_LAWS
001064,US State,United States,Arizona,Arizona State Legislature,English,Arizona - Register,https://azsos.gov/rules/arizona-administrative-register,2,checked,,,2021-05-03 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,,checked,,P1,,,,,,,ADMINISTRATIVE_REGISTER
000632,US State,United States,Arkansas,Arkansas State Legislature,English,Arkansas - Register,https://www.sos.arkansas.gov/rules-regulations/arkansas-register/,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Weekly,1/1/2021,N,Register entry,,,,,checked,,,P1,,,,,,,
000633,US State,United States,Arkansas,Arkansas State Legislature,English,Arkansas - Revised Statutes,https://advance.lexis.com/container?config=00JAA3ZTU0NTIzYy0zZDEyLTRhYmQtYmRmMS1iMWIxNDgxYWMxZTQKAFBvZENhdGFsb2cubRW4ifTiwi5vLw6cI1uX&crid=3c0891ba-930f-4528-8ab7-507137db9105&prid=aed02e37-ba1b-4a47-9d10-0ec5c629eedf ,3,checked,2021 Contract,,2021-06-25 00:00,,,Statutes/Regulations,checked,,,Monthly,1/1/2021,n/a (versioned),Chapter,,Ark. Stat. § 1.1,,,checked,,,P1,,,,,Lexis,,
001507,US State,United States,Arkansas,Arkansas State Legislature,English,Arkansas - Bills,https://www.arkleg.state.ar.us/Bills,3,checked,,,2021-06-25 00:00,,,Proposed/Monitoring,,checked,,Daily,1/1/2021,N,whole document (Bill),Arkansas - Revised Statutes,,,,checked,,,P1,,,,,,,
000012,International,APAC,Australia,Australian Securities and Investments Commission,English,Australian Acts (Federal Register of Legislation),https://www.legislation.gov.au/Browse/ByTitle/Acts/InForce/0/0/Principal,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,,P4,,,,,ADMINISTRATIVE_REGISTER
000014,International,APAC,Australia,Australian Prudential Regulation Authority (APRA),English,Prudential and Reporting Standards for Authorised Deposit-Taking Institutions,https://www.apra.gov.au/industries/1/standards,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE
000015,International,APAC,Australia,Australian Prudential Regulation Authority (APRA),English,APRA Register of authorised deposit-taking institutions,https://www.apra.gov.au/register-of-authorised-deposit-taking-institutions,10,,,,2023-03-24 00:00,,,Proposed/Monitoring,checked,,,,,,,,,,,,checked,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE
001302,International,APAC,Australia,Australian Transaction Reports and Analysis Centre,English,AUSTRAC Recent Updates,https://www.austrac.gov.au/business/updates,10,,,,2023-03-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE
001303,International,APAC,Australia,Australian Transaction Reports and Analysis Centre,English,AUSTRAC Guidance,https://www.austrac.gov.au/business/industry-specific-guidance,10,,,,2023-03-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE
001304,International,APAC,Australia,Australian Cyber Security Centre,English,Australian Government Information Security Manual,https://www.cyber.gov.au/ism,10,,,,2023-03-24 00:00,,,Statutes/Regulations,,,checked,,,,,,,,,,checked,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE
001305,International,APAC,Australia,Australia Fair Work Commission,English,Australia FWC Bulletins,https://www.fwc.gov.au/cases-decisions-and-orders/fwc-bulletin,10,,,,2023-03-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE
001306,International,APAC,Australia,Office of the Australian Information Commissioner,English,Australia OAIC News and Media,https://www.oaic.gov.au/updates/news-and-media/,10,,,,2023-03-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE
001711,International,APAC,Australia,New South Wales Government,English,Australia - New Sourth Wales (NSW) Legislation,https://www.legislation.nsw.gov.au/#/,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,,P4,,,,,STATUTORY_COMPILATION
001712,International,APAC,Australia,Queensland Government,English,Australia - Queensland Legislation,https://www.legislation.qld.gov.au/,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,,P4,,,,,STATUTORY_COMPILATION
001713,International,APAC,Australia,Government of South Australia,English,Australia - South Australian Legislation,https://www.legislation.sa.gov.au/index.aspx,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,,P4,,,,,STATUTORY_COMPILATION
001714,International,APAC,Australia,Parliament of Victoria,English,Australia - Victoria Legislation,https://www.legislation.vic.gov.au/,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,,P4,,,,,STATUTORY_COMPILATION
001715,International,APAC,Australia,Government of Western Australia,English,Australia - Western Australia Legislation,https://www.legislation.wa.gov.au/,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,,P4,,,,,STATUTORY_COMPILATION
001716,International,APAC,Australia,Fair Work Commission,English,Australia Fair Work Commission (FWC) Decisions,https://www.fwc.gov.au/cases-decisions-and-orders,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE
001717,International,APAC,Australia,Fair Work Commission,English,Australia - Fair Work Commission Awards,https://www.fwc.gov.au/search/document/award?search_api_views_fulltext&display_switcher=/search/document/award&field_fwc_doc_type%5B0%5D=3561&title&reference&field_fwc_doc_old_pub_code&field_fwc_doc_industry=All&field_fwc_doc_common_rule=All&field_fwc_doc_state=All,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE
001308,International,LATAM,Bahamas,Data Protection Commissioner of The Bahamas,English,Bahamas Office of the Data Protection Commissioner Agency News and Press Releases,http://www.bahamas.gov.bs/wps/portal/public/Agency%20News%20and%20Press%20Release/!ut/p/b1/vZbJkqM4EIafpR7AbQmxHjGb2cSOgYsDDAUYY3BhG8PTDzXTEdPVHVN1mG6jA0GQqU-Z-SuldbKO1sk5vddleq27c3p6_07oPVIs0xFI1mRpkgMq9LEqSjZSXGIxiBcD8B8PD_7xB4rJ84u_QgEaqIFt8DazJSydWO_W0TaeOGFQR1lKXrXgrjTy3XM2D8P1CngzdgZlHYjw9rimsVETj4E-F_txTBRxK84n7HOneSVP1ozSytc86siHWeeettltN6IzJWsIXciTuh-K20pCZtCKeVW3D4thXO3mlB7yoORYrZ5rt9fyMoVEZ8q506lalUIc55Ut8WP1Fvgdt7NgpBHZlNrkar-ayJfvsX8S3GexQ-oLfxL8P__F4IO_RfjvtRMgrQcUMAjiZ_9fDb6o_W6dfLrE9wj-NvhMHl8JJPk8CrDG264t1vFixvwwjx-CxQzwrgcdwGK49tcRIPfecerVuZndI3hYZsOCoalnKAbIFEUXBw2Bcxl7RwtBCerYMIHPOOMwuxbOMzsP3WDDi7IuMfLPwI_r8gD5p4EKZbFLphjf5ikCKBZ8NhA9NaWKbYE_HuEH0ZDO76-htk7qrP02Htpv4BvL0ZBiWJJjaUCSLLMOjzHNiUsnlFT82gdXpTgWcxjUY7mpSl2GTluRTXCng22DGK5xT_Th2Mz7pFxo9uzOiC-j9qzc_Rvslsa3IWDHCvF4EUdJmShht3TVgG2I1y7sy2TXKRG9l6mVFQh-vm0u-SYPUKAHSL5lWXa4m-1bn3VJf1SFPYNUqHJuMHUobsohy2U7IwndbBrkVIcTTaHH2yhe81IccoVeqTzJTPzLy-ebxCB-lRDjmiZgIWawCf1Qx37kYV8ah1yAy-vBb3Xfj6HfnCx8jCfMbc1cXvIry03pjl8CVeLZQPhsIPNkIE8-G0g_G_hslTq_X6Uf-g7NMSyEBAkgQzCIIdahcSgfYseXoiS6w1yBPgGckHXxRnY8ofSy0igiRX_ds6ft8dC1geLU3TXNhHno282tO4ARBuk54eeudntUli1lk5pRrWhVTWvbeuxdtjvirKng9FBMri9KxQWRFX6RiO2v2podwm-GBxY32pIIdfDfG_DJHK4e9MR4BBIBPDHEZgMNLIEJX_3vDVg4dxF9-QpIPRvIPBnIEX8cqBNoARrIwKwAiQ39bODvr-HHU5tmIQA0y8Jl81CIez-1SUZk1VFU_b1XFTbWmORSa3Ehu2bvXPUAmG9UGknYIvYaqeZmDlHCNSsQv2WTNaFS5fs-Mi5-2h74cDKv1dbZzAde7NXTG0XypwybpyZCZRzKAqppxtpDPBaHoUyMNkqwGFXjgclak74UCQ7Ts3CWneulSnlD3skPrSFn6mrXd49WV6t-meLO3wbsJhFDFCct37R1SRvofPDtrHLt-9xx4jxEncgSy7XEWbpH3wZ3XdcN2pVexWj-dxTp6uPI5h9_88sV4C_RkYlX/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,12,,,,2023-09-29 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE
001309,International,LATAM,Bahamas,Securities Commission of the Bahamas (SCB),English,SCB Acts and Regulations,http://www.scb.gov.bs/acts_regs.html,12,,,,2023-09-29 00:00,,,Statutes/Regulations,,,checked,,,,,,,,,,checked,,,,P4,,,,,ADMINISTRATIVE_COMPILATION
001310,International,LATAM,Bahamas,The Government of The Bahamas ,English,"Bahamas Bills, Laws and Acts - Drafted , New or Amended",http://www.bahamas.gov.bs/wps/portal/public/attg%20bills%2C%20laws%20and%20acts/dma%20bills%2C%20laws%20and%20acts/!ut/p/b1/vZfZkqLKFoafpR_AbUIyXoIg85xM3hiiKIOAijI9_aZ6d_fZVbWr6lx0S0YYYfAnn2ux1p_L5WYZLTf1rstPu3ve1Lvzy_cNtYWSZTgrgjEYimCBgiFTEUQbSpCeBfGLAEgGx80CCQVgFgDO9TAHWBB_s9_mxJf9lulgOmbp-DJcRkkMSKE1Tmsu7JzSiHg53nPX0I7R0d30wM2HcFE-Wvnh09imQGti6o7J3hdqOBbNDfWthuc3kK2l7vE4ZryoVTotrO41t3cVZFzJCORSMh4c2ZH02rlEhLTNiEXKUSrstEOCElllHoxZOpeTUTKXIx5q5aa83jJHNpw9AbtYcDqtiBYnY2cR8uVHzOCDiwP_xPwzJQylvuRMszSd1aBkEG9z9l7war9EAgoovq1zNi3jloa_y_k7wY-cE4Y437bWK25-vEjI0BEg8MDP_R8LPuM7X_GdN-8cBD4PFNnQBGbFQCDT_-N_JPisZnj4BZ_4_Pdj5Fv-e8An-xkT-5z_Ivj_-B8Lvui5cLl5g3jfdd8Fn5Xop0VK0e8Q74vsUwHxC_GrzEhm_RIHqdsUizE8WMazgP64D8glWkaA2HrFeFGmcnKLyYHIb3EE8BGI-GgIx8D0S2CypmkUMcCQP5qIw0yxxb3ezbfBILu-z0kQkHvu27e3QAtHL8AVRmk-CTwK-9PANxGKxLOBT48QPhnog2cDqWcD6WcDf38fqstNnlR_9fvqL_AXTpIQUhQ5Wz-gIUMsg_kRw8tAIIiBTdDSQOL0Ie1Xu4ujrnhePa3Y0YM6ecE4E6RntltwjGlftWukSNyQZWhfRWOkrPCyauWyjXUg6QGVE_wo2_NRE9V7fNT4a9EvuoFsZK_HdvxRd4xmf6qJCPdFbAylQ-WJFXthGCsYmUpLdBerW7fprjvKIG-TSW-7O4crmeQy35am3FTp2zS-NmXGfV-ZoJ_aiZs8XeuB7gMEas9Ea5OjZQNF_t0nzZcMovJsmcJax_YDCNaOfFbuPP-FlQHyT8Ik0mJmq6eRzZE4ACv4RJj3e9P4qhIhg7E4CwBFUhTGEswy0ONBX7VGL8yjKZH3Iu0l4SM_qI-x0prCsbaVeDtEN7o6K3FqmEmhwvYY2KYJBA673xqy4MdVw9eMLq7IixL2SuizqrEu16afh83RnuoANVx222-3wqKgznlxGOU7uiT9weu3pnxoGl-IaDEA1-waNuGAo_xWGxa2uB97KKzJlGhI5lcLfzDSuPj7FnYtb9roXjmPA0KgGpOOzETskWnNbXsaAfJ7AzA40lXDAwSG2MQ-BK7Pc1zeVh3xFRA-GUiDZwOpZwOfnVLz96f0te9DiGMMwMn5EyPA7PszyymYvtG8qveLwDG9U6ezRx0Zt8BjaDtAYTMaUNWwGNNWhYYwEfPEsvW88aKL2XwGFdY03tXJ69yiVyatvM3xOObRhgfiAjLi2kiVv6K0FROMsm6MgaigHFxHMFi8ey1r0npcuROXGtG1-o-D8Y2jm--nKdo1kKBa6LY2wOTjBkLhfDDi3sHCWjHTsCLQkUhMxrQH5rQfjLv-I0FCv83b7CtXJ_408LXZShb2bOD3Ii9ijN8RTi8q0dbLmRQQg2oadQqaSHPacJ3kZ2qFZrEvBO4B3FlzD-lrLWexDOXOrOz7zdmch1YZcbkpXOmq64p2CmUBllTVDLwfyfTD295BBLM9006eKQ5NHlWu5RriGJxdlsvWzAAbQ3atk7_rWMoWCtnNBnGCrQoilPjpNmMl9XDPlNaWdzi2o-vuIC4ITyjdqHPF62GHoF0uzlTln27S_biBgsnq1NAv6Bzr7EePNOoePS5QXu99cHJVTC4sEgzXQ_5ofQCF43a7fyShq51OCz2pBFZZTan8aYlItgX--Bt71QSE8_tr8pVLMCyFkTRDsAwFCIKhX6ZDnBVaZa4O85ilgZQW6bT23Dg_n2IvS_17KalnlUVpgc60cz7HIRo32GNs92EipuJBXAvWI9HYG5E0Jzfp-hMStZjkmkE56-yGc_oxP-Er2Od6zF1AN2y7rOrtTZPXjXNOC5PaE-vFMSIvR4gCKDHJFt7sh1r49LmuDI-Mm0WK7-Vg9pMVuofxLcbtlYbX-BrsMWvLHe6ecwNf_BvVsP-Y8117rlTNm0wDFOHkCdFLYseW9bBWd3rgY4YpNnNitdmOS9Ca6Ediee460PEX7qI_GajJ1LOB8I8DNRzOQB3qJrPCcA08G4j_duCrbiQApAiGoSkcw3GGAN_bkSC_t6MYdmUVU7mWVs1iz2WnnXkevbAzypSoefqm5J63drfalkD-vY_Iuud5abwXPrX2d3vuwflHDeceo8Pt4ocK7w1HucnOHUIDSn2rSqYOtvaOu1UP9V48dlyaAjZDeLYpagfVHYXXPWZdOOCM5SNZxI7ARIzLpi11q4ZNYp0xM2PO2HEsHodrsGqIy2wTtKX7gz6Woq44_XULr8Txepn48TQf_pfK77Sfl065oitP0buVSl31z2Kwfy1Ydf9ar27182TxN5m5fKs!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,12,,,,2023-09-29 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,,checked,,,,P4,,,,,STATUTORY_COMPILATION
001311,International,LATAM,Bahamas,The Government of The Bahamas ,English,Bahamas Legislation,http://laws.bahamas.gov.bs/cms/en/legislation/laws/by-title.html#,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,checked,,,,,,,,,,checked,,,,P4,,,,,STATUTORY_COMPILATION
001676,International,LATAM,Bahamas,The Central Bank of the Bahamas,English,The Central Bank of The Bahamas Guidelines and Regulations,https://www.centralbankbahamas.com/legal_guidelines.php,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE
001677,International,LATAM,Bahamas,Securities Commission of the Bahamas (SCB),English,Securities Commission of The Bahamas (SCB) Rules and Orders,http://www.scb.gov.bs/rules_guide.html,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,,checked,,,,P4,,,,,ADMINISTRATIVE_GUIDANCE
000039,International,APAC,Bangladesh,Bangladesh Legislative and Parliamentary Affairs Division,Bengali/English,Laws of Bangladesh,http://bdlaws.minlaw.gov.bd/laws-of-bangladesh.html,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001312,International,APAC,Bangladesh,Bangladesh Investment Development Authority (BIDA),Bengali,Bangladesh Investment Development Authority News,http://bida.gov.bd/?page_id=32,10,,,,2023-03-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001313,International,APAC,Bangladesh,Bangladesh Parliament,Bengali,Bangladesh Parliament Notifications/Circulars,http://www.parliament.gov.bd/index.php/en/medias/general-notice?id=3405&csrt=16395761790878315757,10,,,,2023-03-24 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001718,International,APAC,Bangladesh,Bangladesh Government,English,Bangladesh Constitution,http://hrlibrary.umn.edu/research/bangladesh-constitution.pdf,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,P3,,,,,,
001719,International,APAC,Bangladesh,Bangladesh Investment Development Authority (BIDA),English,Bangladesh Investment Development Authority (BIDA) Guidelines,http://bida.gov.bd/?page_id=7,10,,,,2023-03-24 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001338,International,LATAM,Brazil,Central Bank of Brazil,Portuguese,Central Bank of Brazil Circulars,https://www.bcb.gov.br/estabilidadefinanceira/buscanormas?dataInicioBusca=01%2F01%2F2019&dataFimBusca=15%2F05%2F2020&tipoDocumento=Circular,12,,,,2023-09-29 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001339,International,LATAM,Brazil,Central Bank of Brazil,Portuguese,Central Bank of Brazil Press Releases,https://www.bcb.gov.br/estabilidadefinanceira/buscanormas?dataInicioBusca=01%2F01%2F2019&dataFimBusca=15%2F05%2F2020&tipoDocumento=Comunicado,12,,,,2023-09-29 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001340,International,LATAM,Brazil,Central Bank of Brazil,Portuguese,Central Bank of Brazil Resolutions,https://www.bcb.gov.br/estabilidadefinanceira/buscanormas?dataInicioBusca=01%2F01%2F2019&dataFimBusca=15%2F05%2F2020&tipoDocumento=Resolu%C3%A7%C3%A3o,12,,,,2023-09-29 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001341,International,LATAM,Brazil,Ministerio Publico Fed,Portuguese,Ministerio Publico Fed Noticias,http://www.mpf.mp.br/sala-de-imprensa/noticias,12,,,,2023-09-29 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001342,International,LATAM,Brazil,Brazil Ministry of Labour,Portuguese,Brazil Ministry of Labour RSS Feeds,http://www.brazil.gov.br/search_rss?Subject%3Alist=Ministry%20of%20Labour,12,,,,2023-09-29 00:00,,,Proposed/Monitoring,,,checked,,,,,,,,,checked,,,,,P4,,,,,
001678,International,LATAM,Brazil,City of Sao Paulo,Spanish,Brazil - Sao Paulo Municipal Decrees,http://legislacao.prefeitura.sp.gov.br/,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001679,International,LATAM,Brazil,City of Sao Paulo,Spanish,Brazil - Sao Paulo Municipal Laws,http://legislacao.prefeitura.sp.gov.br/,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001680,International,LATAM,Brazil,Brazil Government,Portuguese,Brazil Civil Code,http://www4.planalto.gov.br/legislacao/,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001681,International,LATAM,Brazil,Brazil Government,Portuguese,Brazil Consolidated Labour Laws,http://www4.planalto.gov.br/legislacao/,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001682,International,LATAM,Brazil,Brazil Government,Portuguese,Brazil Constitution,http://www4.planalto.gov.br/legislacao/,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
001683,International,LATAM,Brazil,Brazil Government,Portuguese,Brazil Consumer Protection Code,http://www4.planalto.gov.br/legislacao/,12,,,,2023-09-29 00:00,,,Statutes/Regulations,checked,,,,,,,,,,,checked,,,,,P4,,,,,
