"id","state","statecode","county","issuance_type","leg_type","leg_subtype","leg_subsubtype","leg_date","citation_form","citation_example","fullfilename"
"524","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2017/2020-09-30/California Bills - AB-2017 - 10.09.2020.xml"
"525","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1657/2020-09-30/California Bills - AB-1657 - 10.09.2020.xml"
"526","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1157/2020-09-30/California Bills - SB-1157 - 10.09.2020.xml"
"527","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-118/2020-08-07/California Bills - SB-118 - 10.09.2020.xml"
"528","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-930/2020-09-24/California Bills - SB-930 - 10.09.2020.xml"
"529","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-119/2020-08-07/California Bills - SB-119 - 10.09.2020.xml"
"530","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1788/2020-09-30/California Bills - AB-1788 - 10.09.2020.xml"
"531","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2152/2020-09-21/California Bills - AB-2152 - 10.09.2020.xml"
"532","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1984/2020-09-30/California Bills - AB-1984 - 10.09.2020.xml"
"533","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-905/2020-09-29/California Bills - SB-905 - 10.09.2020.xml"
"534","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-736/2020-09-10/California Bills - AB-736 - 10.09.2020.xml"
"535","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-432/2020-09-29/California Bills - SB-432 - 10.09.2020.xml"
"536","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2805/2020-10-02/California Bills - AB-2805 - 10.09.2020.xml"
"537","CALIFORNIA","CA","","CALIFORNIA BILLS SCR","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SCR-77/2020-09-11/California Bills - SCR-77 - 10.09.2020.xml"
"538","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2660/2020-09-21/California Bills - AB-2660 - 10.09.2020.xml"
"539","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2061/2020-09-30/California Bills - AB-2061 - 10.09.2020.xml"
"540","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-107/2020-09-30/California Bills - AB-107 - 10.09.2020.xml"
"541","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-918/2020-10-02/California Bills - SB-918 - 10.09.2020.xml"
"542","CALIFORNIA","CA","","CALIFORNIA BILLS ACR","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/ACR-128/2020-09-14/California Bills - ACR-128 - 10.09.2020.xml"
"543","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-288/2020-09-30/California Bills - SB-288 - 10.09.2020.xml"
"544","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1065/2020-09-29/California Bills - SB-1065 - 10.09.2020.xml"
"545","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3175/2020-09-29/California Bills - AB-3175 - 10.09.2020.xml"
"546","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1255/2020-09-29/California Bills - SB-1255 - 10.09.2020.xml"
"547","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1276/2020-09-21/California Bills - AB-1276 - 10.09.2020.xml"
"548","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2606/2020-10-02/California Bills - AB-2606 - 10.09.2020.xml"
"549","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3137/2020-09-30/California Bills - AB-3137 - 10.09.2020.xml"
"550","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2231/2020-10-02/California Bills - AB-2231 - 10.09.2020.xml"
"551","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1159/2020-09-18/California Bills - SB-1159 - 10.09.2020.xml"
"552","CALIFORNIA","CA","","CALIFORNIA BILLS ACR","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/ACR-120/2020-09-14/California Bills - ACR-120 - 10.09.2020.xml"
"553","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-908/2020-09-29/California Bills - SB-908 - 10.09.2020.xml"
"554","CALIFORNIA","CA","","CALIFORNIA BILLS SCR","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SCR-86/2020-09-11/California Bills - SCR-86 - 10.09.2020.xml"
"555","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-493/2020-09-30/California Bills - SB-493 - 10.09.2020.xml"
"556","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2273/2020-09-30/California Bills - AB-2273 - 10.09.2020.xml"
"557","CALIFORNIA","CA","","CALIFORNIA BILLS ACR","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/ACR-119/2020-09-14/California Bills - ACR-119 - 10.09.2020.xml"
"558","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2588/2020-10-02/California Bills - AB-2588 - 10.09.2020.xml"
"559","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1349/2020-10-02/California Bills - SB-1349 - 10.09.2020.xml"
"560","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2847/2020-09-30/California Bills - AB-2847 - 10.09.2020.xml"
"561","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1384/2020-09-30/California Bills - SB-1384 - 10.09.2020.xml"
"562","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1872/2020-09-21/California Bills - AB-1872 - 10.09.2020.xml"
"563","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-739/2020-09-21/California Bills - SB-739 - 10.09.2020.xml"
"564","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2311/2020-10-02/California Bills - AB-2311 - 10.09.2020.xml"
"565","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1123/2020-09-30/California Bills - SB-1123 - 10.09.2020.xml"
"566","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-855/2020-09-29/California Bills - SB-855 - 10.09.2020.xml"
"567","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-115/2020-09-10/California Bills - SB-115 - 10.09.2020.xml"
"568","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3163/2020-10-02/California Bills - AB-3163 - 10.09.2020.xml"
"569","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2699/2020-09-30/California Bills - AB-2699 - 10.09.2020.xml"
"570","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2967/2020-09-30/California Bills - AB-2967 - 10.09.2020.xml"
"571","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2218/2020-09-29/California Bills - AB-2218 - 10.09.2020.xml"
"572","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1525/2020-09-30/California Bills - AB-1525 - 10.09.2020.xml"
"573","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-713/2020-09-29/California Bills - AB-713 - 10.09.2020.xml"
"574","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-275/2020-09-29/California Bills - AB-275 - 10.09.2020.xml"
"575","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-596/2020-09-30/California Bills - SB-596 - 10.09.2020.xml"
"576","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1460/2020-08-17/California Bills - AB-1460 - 10.09.2020.xml"
"577","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2463/2020-09-30/California Bills - AB-2463 - 10.09.2020.xml"
"578","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1864/2020-09-29/California Bills - AB-1864 - 10.09.2020.xml"
"579","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1876/2020-09-21/California Bills - AB-1876 - 10.09.2020.xml"
"580","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-869/2020-09-29/California Bills - SB-869 - 10.09.2020.xml"
"581","CALIFORNIA","CA","","CALIFORNIA BILLS ACR","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/ACR-97/2020-09-14/California Bills - ACR-97 - 10.09.2020.xml"
"582","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1320/2020-09-24/California Bills - SB-1320 - 10.09.2020.xml"
"583","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1185/2020-10-02/California Bills - AB-1185 - 10.09.2020.xml"
"584","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1473/2020-10-02/California Bills - SB-1473 - 10.09.2020.xml"
"585","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-934/2020-09-10/California Bills - SB-934 - 10.09.2020.xml"
"586","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1979/2020-09-29/California Bills - AB-1979 - 10.09.2020.xml"
"587","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3220/2020-09-30/California Bills - AB-3220 - 10.09.2020.xml"
"588","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-932/2020-09-29/California Bills - SB-932 - 10.09.2020.xml"
"589","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-364/2020-09-10/California Bills - SB-364 - 10.09.2020.xml"
"590","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2101/2020-09-30/California Bills - AB-2101 - 10.09.2020.xml"
"591","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2134/2020-09-14/California Bills - AB-2134 - 10.09.2020.xml"
"592","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2338/2020-09-30/California Bills - AB-2338 - 10.09.2020.xml"
"593","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1474/2020-09-30/California Bills - SB-1474 - 10.09.2020.xml"
"594","CALIFORNIA","CA","","CALIFORNIA BILLS ACR","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/ACR-173/2020-09-14/California Bills - ACR-173 - 10.09.2020.xml"
"595","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2275/2020-09-29/California Bills - AB-2275 - 10.09.2020.xml"
"596","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2809/2020-09-30/California Bills - AB-2809 - 10.09.2020.xml"
"597","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2542/2020-10-02/California Bills - AB-2542 - 10.09.2020.xml"
"598","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-903/2020-09-30/California Bills - SB-903 - 10.09.2020.xml"
"599","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1030/2020-09-29/California Bills - SB-1030 - 10.09.2020.xml"
"600","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1976/2020-09-29/California Bills - AB-1976 - 10.09.2020.xml"
"601","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2850/2020-09-30/California Bills - AB-2850 - 10.09.2020.xml"
"602","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1192/2020-10-02/California Bills - SB-1192 - 10.09.2020.xml"
"603","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2157/2020-09-30/California Bills - AB-2157 - 10.09.2020.xml"
"604","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-275/2020-09-30/California Bills - SB-275 - 10.09.2020.xml"
"605","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1386/2020-09-30/California Bills - SB-1386 - 10.09.2020.xml"
"606","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1441/2020-09-29/California Bills - SB-1441 - 10.09.2020.xml"
"607","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-145/2020-09-14/California Bills - SB-145 - 10.09.2020.xml"
"608","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2471/2020-09-29/California Bills - AB-2471 - 10.09.2020.xml"
"609","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2655/2020-09-30/California Bills - AB-2655 - 10.09.2020.xml"
"610","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-522/2020-10-02/California Bills - SB-522 - 10.09.2020.xml"
"611","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2450/2020-09-10/California Bills - AB-2450 - 10.09.2020.xml"
"612","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1506/2020-10-02/California Bills - AB-1506 - 10.09.2020.xml"
"613","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-838/2020-09-30/California Bills - AB-838 - 10.09.2020.xml"
"614","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1190/2020-09-30/California Bills - SB-1190 - 10.09.2020.xml"
"615","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2788/2020-09-29/California Bills - AB-2788 - 10.09.2020.xml"
"616","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1851/2020-09-30/California Bills - AB-1851 - 10.09.2020.xml"
"617","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1383/2020-09-18/California Bills - SB-1383 - 10.09.2020.xml"
"618","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1141/2020-09-30/California Bills - SB-1141 - 10.09.2020.xml"
"619","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-793/2020-08-28/California Bills - SB-793 - 10.09.2020.xml"
"620","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-434/2020-09-30/California Bills - AB-434 - 10.09.2020.xml"
"621","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2257/2020-09-04/California Bills - AB-2257 - 10.09.2020.xml"
"622","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-276/2020-09-14/California Bills - AB-276 - 10.09.2020.xml"
"623","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1969/2020-09-29/California Bills - AB-1969 - 10.09.2020.xml"
"624","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2377/2020-09-29/California Bills - AB-2377 - 10.09.2020.xml"
"625","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1117/2020-09-29/California Bills - SB-1117 - 10.09.2020.xml"
"626","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2730/2020-09-30/California Bills - AB-2730 - 10.09.2020.xml"
"627","CALIFORNIA","CA","","CALIFORNIA BILLS ACR","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/ACR-127/2020-09-14/California Bills - ACR-127 - 10.09.2020.xml"
"628","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3092/2020-09-30/California Bills - AB-3092 - 10.09.2020.xml"
"629","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1512/2020-10-02/California Bills - AB-1512 - 10.09.2020.xml"
"630","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-3373/2020-09-10/California Bills - AB-3373 - 10.09.2020.xml"
"631","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2325/2020-09-30/California Bills - AB-2325 - 10.09.2020.xml"
"632","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2425/2020-10-02/California Bills - AB-2425 - 10.09.2020.xml"
"633","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-1577/2020-09-10/California Bills - AB-1577 - 10.09.2020.xml"
"634","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-907/2020-09-30/California Bills - SB-907 - 10.09.2020.xml"
"635","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2741/2020-10-02/California Bills - AB-2741 - 10.09.2020.xml"
"636","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2345/2020-09-30/California Bills - AB-2345 - 10.09.2020.xml"
"637","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2213/2020-09-21/California Bills - AB-2213 - 10.09.2020.xml"
"638","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2920/2020-09-30/California Bills - AB-2920 - 10.09.2020.xml"
"639","CALIFORNIA","CA","","CALIFORNIA BILLS SB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/SB-1472/2020-09-30/California Bills - SB-1472 - 10.09.2020.xml"
"640","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2193/2020-09-21/California Bills - AB-2193 - 10.09.2020.xml"
"641","CALIFORNIA","CA","","CALIFORNIA BILLS AB","","","","","","","/home/ekamradt/git/data-dcl/US/US-CA/CALIFORNIA_BILLS/2019-2020/AB-2112/2020-09-29/California Bills - AB-2112 - 10.09.2020.xml"
